,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
1273,3082,VINchain,VIN,vinchain,2,2018-08-06T00:00:00.000Z,[],840108901.0,590108901.0,840108901.0,,1274,2021-07-21T00:41:02.000Z,0.00365999366102,174669.71495716,10.01835218,10.74157073,-8.6757692,-13.36826295,4.0859435,-16.33031398,2159794.8369714785,2021-07-21T00:41:02.000Z,,,,,
1274,3863,UGAS,UGAS,ugas,11,2019-04-16T00:00:00.000Z,"['platform', 'distributed-computing']",,171719420.168,1000000000.0,,1275,2021-07-21T00:41:06.000Z,0.01255834174541,41649.05311063,-0.49906724,-9.13174272,-23.89812192,-6.37410941,-7.24700191,-44.48707954,2156511.1627933946,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x8716fc5da009d3a208f0178b637a50f4ef42400f
1275,8086,Ditto,DITTO,ditto,1,2020-12-23T00:00:00.000Z,"['binance-smart-chain', 'rebase']",,2570142.0,2570142.0,,1276,2021-07-21T00:40:09.000Z,0.83238129961574,158.9091381,-0.15168805,10.130082,-15.95314698,-9.98827545,11.19384108,-18.06109784,2139338.1381569975,2021-07-21T00:40:09.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x233d91A0713155003fc4DcE0AFa871b508B3B715
1276,2240,SoMee.Social,ONG,ongsocial,3,2017-12-01T00:00:00.000Z,"['media', 'content-creation']",,85239906.09189792,85255094.42999792,,1277,2021-07-21T00:40:13.000Z,0.0250592124252,499.93760894,0.21319,-3.65539858,-17.02706363,-58.59229713,-64.278272,-2.20886489,2136044.9138609697,2021-07-21T00:40:13.000Z,1027.0,Ethereum,ETH,ethereum,0xd341d1680eeee3255b8c4c75bcce7eb57f144dae
1277,10824,Hertz Network,HTZ,hertz-network,5,2021-07-10T00:00:00.000Z,[],30000000000.0,5238410649.0,29037301330.534,,1278,2021-07-21T00:40:29.000Z,0.00040662821925,125943.87454297,-0.01320665,-8.64236439,-36.48129721,0.0,0.0,0.0,2130085.593903107,2021-07-21T00:40:29.000Z,,,,,
1278,2945,ContentBox,BOX,contentbox,4,2018-07-19T00:00:00.000Z,[],,1718736327.0751143,3000000000.0,,1279,2021-07-21T00:41:07.000Z,0.0012388689075,910331.15576354,-0.29080414,-4.92257643,-21.02753441,-26.41126241,-28.75991469,-64.05374129,2129288.9958041096,2021-07-21T00:41:07.000Z,1027.0,Ethereum,ETH,ethereum,0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f
1279,7034,Golff,GOF,golff,21,2020-09-14T00:00:00.000Z,"['yield-aggregator', 'heco-ecosystem']",50000000.0,5283216.17,50000000.0,,1280,2021-07-21T00:41:07.000Z,0.40256176808965,1349549.70544226,-0.19625684,-8.78274939,-20.53010385,-37.91624721,-33.95788542,-75.24119458,2126820.8425950287,2021-07-21T00:41:07.000Z,1027.0,Ethereum,ETH,ethereum,0x488E0369f9BC5C40C002eA7c1fe4fd01A198801c
1280,83,Omni,OMNI,omni,2,2013-12-24T00:00:00.000Z,"['pow', 'scrypt']",,562924.37826361,619240.37826361,,1281,2021-07-21T00:40:19.000Z,3.7678,136.10097562,0.0,5.44609874,-4.18573899,7.95496174,-34.49274529,-68.78560872,2120986.4724216294,2021-07-21T00:40:19.000Z,,,,,
1281,10055,Crust Shadow,CSM,crust-shadow,1,2021-05-25T00:00:00.000Z,[],200000000.0,100000000.0,200000000.0,,1282,2021-07-21T00:41:06.000Z,0.02109276806389,4821.23680518,0.00148947,-13.52835308,-40.80684323,-73.99013917,0.0,0.0,2109276.806389,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x2620638EDA99F9e7E902Ea24a285456EE9438861
1282,3475,BOX Token,BOX,box-token,5,2018-10-19T00:00:00.000Z,[],,99776753.44394381,100000000.0,,1283,2021-07-21T00:41:04.000Z,0.02110675402291,2.11049034,-0.97178382,-5.0159176,-20.95455851,-18.8273443,-46.47862187,-49.9649739,2105963.39214586,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0xe1A178B681BD05964d3e3Ed33AE731577d9d96dD
1283,4850,LINKA,LINKA,linka,4,2019-11-01T00:00:00.000Z,[],,694150020.0,2000000000.0,,1284,2021-07-21T00:41:06.000Z,0.00299543700294,98000.58580659,0.02641333,0.36838714,-26.28192561,-13.32156001,-41.55264137,-52.24064129,2079282.655499541,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x578b49c45961f98d8df92854b53f1641af0a5036
1284,2705,Amon,AMN,amon,3,2018-05-03T00:00:00.000Z,[],,711344960.4769783,1209963685.36,,1285,2021-07-21T00:40:25.000Z,0.00291260197291,2583.65422029,-1.10027902,2.67776461,-10.30408248,-29.63526863,-56.58893897,-57.07791814,2071864.735304833,2021-07-21T00:40:25.000Z,1027.0,Ethereum,ETH,ethereum,0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c
1285,4035,Honest,HNST,honest,2,2019-06-20T00:00:00.000Z,['masternodes'],,94061601.95896123,400000000.0,,1286,2021-07-21T00:40:36.000Z,0.02163346306352,82672.35261674,2.63616027,-2.58120851,-0.48239552,-6.89623021,7.96016794,-21.66330368,2034878.1916747084,2021-07-21T00:40:36.000Z,1839.0,Binance Chain,BNB,binance-coin,HNST-3C9
1286,4903,Infinity Esaham,INFS,infinity-esaham,6,2020-02-24T00:00:00.000Z,[],,635122.0,1000000.0,,1287,2021-07-21T00:40:29.000Z,3.19945972401349,594.00618453,-0.67730978,-22.80346087,17.17589674,2.26537982,18.12190417,-61.97707188,2032047.258834896,2021-07-21T00:40:29.000Z,1027.0,Ethereum,ETH,ethereum,0x193408ca0576b73156ed42a2ea7d6fd3f6507162
1287,7559,Tadpole Finance,TAD,tadpole-finance,3,2020-10-30T00:00:00.000Z,[],1000000.0,230376.42233,1000000.0,,1288,2021-07-21T00:40:22.000Z,8.79520895759712,3807.58950906,-1.5657769,-2.81612598,-8.71132026,-19.7324779,-30.72454264,-29.9517494,2026208.7732959932,2021-07-21T00:40:22.000Z,1027.0,Ethereum,ETH,ethereum,0x9f7229af0c4b9740e207ea283b9094983f78ba04
1288,3514,SINOVATE,SIN,sinovate,11,2018-10-29T00:00:00.000Z,"['mineable', 'filesharing', 'storage']",,663717042.404516,663717042.404516,,1289,2021-07-21T00:41:04.000Z,0.00305116271661,318221.40502249,-0.37015696,-11.16355356,2.77256828,-19.67016583,-34.48622576,-53.837751,2025108.6941633176,2021-07-21T00:41:04.000Z,,,,,
1289,558,Emercoin,EMC,emercoin,7,2014-08-23T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'sha-256']",,47819034.703578,47819034.703578,,1290,2021-07-21T00:40:29.000Z,0.0422908710341,28698.14022103,-0.95560567,-19.08795664,-9.92939888,-47.78396545,-79.51949598,-85.7076882,2022308.6296241698,2021-07-21T00:40:29.000Z,,,,,
1290,8376,MASQ,MASQ,masq,6,2021-02-02T00:00:00.000Z,[],37500000.0,20121886.29067466,37500000.0,,1291,2021-07-21T00:41:03.000Z,0.10010042042288,233779.73690602,0.4800227,-2.42882826,-9.08536555,-29.8351939,-49.97395741,-64.25589348,2014209.277397919,2021-07-21T00:41:03.000Z,1027.0,Ethereum,ETH,ethereum,0x06f3c323f0238c72bf35011071f2b5b7f43a054c
1291,3617,ILCOIN,ILC,ilcoin,15,2018-11-26T00:00:00.000Z,"['mineable', 'medium-of-exchange', 'filesharing', 'quantum-resistant']",2500000000.0,724112487.387564,1677808907.452142,,1292,2021-07-21T00:40:18.000Z,0.00277046703533,25957.52303523,0.23293916,-9.15973362,-26.57778131,-40.07973099,-52.69563025,-64.52049642,2006129.7761780564,2021-07-21T00:40:18.000Z,,,,,
1292,2562,Education Ecosystem,LEDU,education-ecosystem,4,2018-03-05T00:00:00.000Z,['education'],,236710413.100772,362983094.0,,1293,2021-07-21T00:40:23.000Z,0.00846461005207,147229.23539926,-0.70935119,-2.99212825,-5.55230588,-44.02506825,-40.42604915,-38.3612238,2003661.3421624368,2021-07-21T00:40:23.000Z,1027.0,Ethereum,ETH,ethereum,0xc741f06082aa47f93729070ad0dd95e223bda091
1293,3893,ChangeNOW Token,NOW,now-token,2,2019-04-29T00:00:00.000Z,"['ethereum', 'binance-chain']",,83432980.23334938,199763509.8661694,,1294,2021-07-21T00:41:07.000Z,0.02397310532475,56.37753234,-0.77389165,11.38179133,9.5765661,-13.03372364,-13.96932741,-26.342162,2000147.6226918695,2021-07-21T00:41:07.000Z,1839.0,Binance Chain,BNB,binance-coin,NOW-E68
1294,760,OKCash,OK,okcash,8,2014-12-14T00:00:00.000Z,['hybrid-pow-pos'],105000000.0,82257037.54468079,82257037.54468079,,1295,2021-07-21T00:40:31.000Z,0.0240972718006,195996.90170169,-0.79245064,-0.75744832,-2.79771911,-29.05265643,-34.26699949,-65.11923672,1982170.1912263317,2021-07-21T00:40:31.000Z,,,,,
1295,3985,Origo,OGO,origo,9,2019-06-03T00:00:00.000Z,"['platform', 'privacy', 'smart-contracts']",,440516789.14682186,681277829.938,,1296,2021-07-21T00:40:33.000Z,0.00448477770139,1982516.22885831,2.04945328,-6.57159715,-17.5383307,-33.63603438,-33.51323658,-80.48332763,1975619.8730535868,2021-07-21T00:40:33.000Z,,,,,
1296,3136,MEET.ONE,MEETONE,meetone,5,2018-08-10T00:00:00.000Z,"['platform', 'dapp']",,1913271866.0,10000000000.0,,1297,2021-07-21T00:41:05.000Z,0.00103013590077,8155.42862618,2.68418938,-11.42516739,33.62536123,-16.16952945,-76.94236781,-82.6700072,1970930.0370998087,2021-07-21T00:41:05.000Z,1839.0,Binance Chain,BNB,binance-coin,MEETONE-031
1297,9259,TheForce Trade,FOC,theforce-trade,6,2021-04-12T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'ethereum', 'polkadot', 'yield-farming', 'binance-smart-chain']",1000000000.0,80200000.0,450000000.0,,1298,2021-07-21T00:41:02.000Z,0.02450863627408,292485.44343208,-0.27905242,-10.67021973,-18.09232531,-51.00172478,-89.27034051,0.0,1965592.6291812158,2021-07-21T00:41:02.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x3051CFb958dcD408FBa70256073Adba943Fdf552
1298,8385,Umbrella Network,UMB,umbrella-network,11,2021-02-09T00:00:00.000Z,"['defi', 'oracles', 'polkastarter', 'polygon-ecosystem', 'bounce-launchpad']",46405087.0,18282511.38,56405087.0,,1299,2021-07-21T00:41:03.000Z,0.10692140407503,388085.39475403,-0.69116665,-1.32150562,-16.85144057,-55.74962406,-61.31560967,-86.75490492,1954791.7867673142,2021-07-21T00:41:03.000Z,1027.0,Ethereum,ETH,ethereum,0x6fc13eace26590b80cccab1ba5d51890577d83b2
1299,7809,Carbon,CRBN,carbon,4,2020-12-02T00:00:00.000Z,[],50000000.0,25461499.25517437,50000000.0,,1300,2021-07-21T00:41:05.000Z,0.07669989952962,129915.54141024,-0.24766708,-10.65653003,-16.46987724,-36.67594696,-62.87396446,-71.13135831,1952894.4347453685,2021-07-21T00:41:05.000Z,1027.0,Ethereum,ETH,ethereum,0xCdeee767beD58c5325f68500115d4B722b3724EE
1300,7795,Bird.Money,BIRD,bird-money,7,2020-11-27T00:00:00.000Z,['oracles'],140000.0,73133.29985727,140000.0,,1301,2021-07-21T00:41:07.000Z,26.4830146388247,131761.13791736,-0.33873189,2.32091888,-31.11783373,-37.15298695,-63.62980045,-86.37250619,1936790.2507056377,2021-07-21T00:41:07.000Z,1027.0,Ethereum,ETH,ethereum,0x70401dfd142a16dc7031c56e862fc88cb9537ce0
1301,1769,Denarius,D,denarius-d,3,2017-07-02T00:00:00.000Z,"['mineable', 'masternodes']",10000000.0,7635257.86974082,7635257.86974082,,1302,2021-07-21T00:40:29.000Z,0.2536800228089,948.3365455,-0.62784569,0.09164177,0.22434894,-21.3956016,-31.50340667,-31.4328865,1936912.3905476844,2021-07-21T00:40:29.000Z,,,,,
1302,8132,BiFi,BIFI,bifi,6,2020-12-29T00:00:00.000Z,[],1000000000.0,107442841.16142018,998206746.940632,,1303,2021-07-21T00:40:25.000Z,0.01795489252047,69442.1739084,2.90177805,-2.15429725,-7.84441144,-39.73397745,-55.21070381,-82.04027103,1929124.6651472296,2021-07-21T00:40:25.000Z,1027.0,Ethereum,ETH,ethereum,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81
1303,502,Carboncoin,CARBON,carboncoin,2,2014-08-02T00:00:00.000Z,"['mineable', 'pow', 'scrypt']",,15392022543.9363,15392022543.9363,,1304,2021-07-21T00:41:05.000Z,0.000125,5.077e-05,0.0,-42.46123417,-53.12063276,-28.12374217,-26.53540993,0.91212372,1924002.8179920376,2021-07-21T00:41:05.000Z,,,,,
1304,9236,TopBidder,BID,topbidder,1,2021-04-15T00:00:00.000Z,['collectibles-nfts'],100000000.0,5467175.67592602,100000000.0,,1305,2021-07-21T00:41:04.000Z,0.35157433572254,1010.67834201,-0.54632055,-2.52495225,-4.36984829,-30.19137195,-50.08206798,-80.71749795,1922118.656542119,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0x00000000000045166c45af0fc6e4cf31d9e14b9a
1305,9218,Mist,MIST,mist,1,2021-04-16T00:00:00.000Z,"['collectibles-nfts', 'gaming']",1000000000.0,56357088.0,1000000000.0,,1306,2021-07-21T00:41:02.000Z,0.03385541874289,14887.5027692,-6.84261961,1.05649441,12.93318754,25.28154868,-45.29033287,-67.80165762,1907992.813369901,2021-07-21T00:41:02.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x68E374F856bF25468D365E539b700b648Bf94B67
1306,8366,World Token,WORLD,world-token,3,2021-02-01T00:00:00.000Z,[],,90649507.01206955,100000000.0,,1307,2021-07-21T00:40:07.000Z,0.02102732215089,13199.88458423,-0.38779147,-7.83615793,-33.26669658,-59.64225226,-75.45030907,-71.5261712,1906116.3867621485,2021-07-21T00:40:07.000Z,,,,,
1307,9262,UniFarm,UFARM,unifarm,2,2021-04-16T00:00:00.000Z,"['defi', 'staking', 'duckstarter']",,38375919.0,1000000000.0,,1308,2021-07-21T00:41:02.000Z,0.04934890309894,45217.3861403,3.6267517,-13.50572972,0.0,0.0,0.0,0.0,1893809.5080637706,2021-07-21T00:41:02.000Z,3890.0,Polygon,MATIC,polygon,0xa7305ae84519ff8be02484cda45834c4e7d13dd6
1308,4224,Mcashchain,MCASH,mcashchain,3,2019-08-07T00:00:00.000Z,['mineable'],,655129798.0,981045603.0,,1309,2021-07-21T00:40:07.000Z,0.00289099595167,739.73197384,0.00554629,0.02570244,0.03108488,0.00356255,119.36644877,30.89873068,1893977.5938363848,2021-07-21T00:40:07.000Z,1839.0,Binance Chain,BNB,binance-coin,MCASH-869
1309,5871,Falcon Project,FNT,falcon-project,3,2020-07-19T00:00:00.000Z,[],99360000000.0,3951280734.0,99360000000.0,,1310,2021-07-21T00:41:06.000Z,0.00047978447934,47558.7628104,-0.45964985,-2.91544359,-7.07540429,-25.43958951,-54.84341868,-74.53334433,1895763.169688363,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0xdc5864ede28bd4405aa04d93e05a0531797d9d59
1310,7380,Dracula Token,DRC,dracula-token,2,2020-10-12T00:00:00.000Z,['yield-farming'],,14486002.92623717,14726899.47707908,,1311,2021-07-21T00:40:08.000Z,0.12996360119378,139839.07889303,-1.13188026,-3.09653502,-22.68283545,-34.87062056,-46.04133048,-91.53005732,1882653.1071974176,2021-07-21T00:40:08.000Z,1027.0,Ethereum,ETH,ethereum,0xb78b3320493a4efaa1028130c5ba26f0b6085ef8
1311,2775,Faceter,FACE,faceter,2,2018-05-28T00:00:00.000Z,[],,470477311.16,938495362.0,,1312,2021-07-21T00:41:06.000Z,0.00400273533598,400.73243738,-0.79493255,-17.92224088,-24.7088502,-2.32173853,72.18232395,202.77751232,1883196.1581569898,2021-07-21T00:41:06.000Z,1027.0,Ethereum,ETH,ethereum,0x1ccaa0f2a7210d76e1fdec740d5f323e2e1b1672
1312,2215,Energo,TSL,energo,3,2017-11-21T00:00:00.000Z,['energy'],,602378919.746,1000000000.0,,1313,2021-07-21T00:41:03.000Z,0.00311309987494,1683.4818071,9.97292596,-56.0010718,61.53381253,53.03372204,490.01209511,312.97468519,1875265.739727765,2021-07-21T00:41:03.000Z,,,,,
1313,3656,Beacon,BECN,beacon,2,2019-01-01T00:00:00.000Z,['masternodes'],50000000.0,1780594.79740836,1780594.79740836,,1314,2021-07-21T00:41:05.000Z,1.04253257590183,3848.69798778,-0.51583987,8.2553782,-11.3160522,-26.58882169,-33.11513739,-27.10903365,1856328.0807795348,2021-07-21T00:41:05.000Z,,,,,
1314,2604,BitGreen,BITG,bitgreen,2,2018-03-22T00:00:00.000Z,"['mineable', 'masternodes']",21000000.0,11941077.0,11941077.0,,1315,2021-07-21T00:41:05.000Z,0.15484236060914,6640.36739218,-0.0201665,2.87265022,-3.35374488,-53.77556156,-37.33341474,-52.74035275,1848984.5508955077,2021-07-21T00:41:05.000Z,,,,,
1315,3636,Lisk Machine Learning,LML,lisk-machine-learning,3,2018-12-14T00:00:00.000Z,[],,120000000.0,400000000.0,,1316,2021-07-21T00:40:18.000Z,0.01531802508508,22556.89344008,19.23852341,-0.46117454,-33.70425388,-44.62810474,-57.30312251,-80.09359993,1838163.0102096,2021-07-21T00:40:18.000Z,1027.0,Ethereum,ETH,ethereum,0x25b6325f5bb1c1e03cfbc3e53f470e1f1ca022e3
1316,7587,UTU Protocol,UTU,utu-protocol,5,2020-11-04T00:00:00.000Z,"['marketplace', 'ai-big-data', 'privacy', 'identity', 'oracles', 'sharing-economy', 'dapp', 'ethereum', 'binance-smart-chain']",1000000000.0,91454545.0,1000000000.0,,1317,2021-07-21T00:41:04.000Z,0.02003652458136,357877.48117329,-0.37445402,-21.74264508,-30.63284599,-39.90047405,-55.29433475,-78.34129791,1832431.2389695942,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0xa58a4f5c4bb043d2cc1e170613b74e767c94189b
1317,2022,Internxt,INXT,internxt,11,2017-10-07T00:00:00.000Z,"['distributed-computing', 'filesharing', 'iot', 'storage']",629610.0,629609.543,629609.543,,1318,2021-07-21T00:41:07.000Z,2.90872674827646,90327.95038932,-0.57657524,-4.17728851,-9.52582374,-16.23691531,-42.77356847,-79.57600098,1831362.1186942179,2021-07-21T00:41:07.000Z,1027.0,Ethereum,ETH,ethereum,0xa8006c4ca56f24d6836727d106349320db7fef82
1318,3868,Signature Chain,SIGN,signature-chain,4,2019-04-17T00:00:00.000Z,['collectibles-nfts'],874217421.0,765779224.736206,874217423.0,,1319,2021-07-21T00:40:17.000Z,0.00238271143898,979.54039955,-0.5189024,11.34885052,-10.13473385,-28.22606673,-47.98572001,-47.25499558,1824630.9185121944,2021-07-21T00:40:17.000Z,,,,,
1319,6552,Waifu Token,WAIF,waifu-token,2,2020-08-12T00:00:00.000Z,['collectibles-nfts'],1000000000.0,873381921.2852132,1000000000.0,,1320,2021-07-21T00:41:04.000Z,0.00208214797466,9767.67804214,-0.54632055,-7.49596573,-17.56641075,-20.67338796,-17.9122541,-50.78371476,1818510.3985086665,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0xb2279b6769cfba691416f00609b16244c0cf4b20
1320,3786,Lunes,LUNES,lunes,8,2019-03-14T00:00:00.000Z,['mineable'],150728538.0,150728537.615008,150728537.615008,,1321,2021-07-21T00:40:23.000Z,0.01201500130731,1337.71938474,1.18806196,3.33417191,3.36729789,-24.68630285,-33.60277651,-60.17527453,1811003.5764932455,2021-07-21T00:40:23.000Z,,,,,
1321,7596,SmartCredit Token,SMARTCREDIT,smartcredit-token,5,2020-11-05T00:00:00.000Z,"['asset-management', 'defi', 'lending-borowing']",,1350243.39704849,25000000.0,,1322,2021-07-21T00:41:05.000Z,1.34055501496021,71739.89786381,-0.18273914,2.0713245,-13.58008838,-25.79783295,-44.30840739,-83.8300695,1810075.557330263,2021-07-21T00:41:05.000Z,1027.0,Ethereum,ETH,ethereum,0x72e9d9038ce484ee986fea183f8d8df93f9ada13
1322,7315,Polyient Games Governance Token,PGT,polyient-games-governance-token,2,2020-10-06T00:00:00.000Z,"['collectibles-nfts', 'dao', 'governance']",20000.0,18235.69527684,20000.0,,1323,2021-07-21T00:40:17.000Z,99.01577542125197,8822.77550934,-0.99634151,-17.39968307,-17.67369616,-15.4246168,-24.45452574,-65.6666,1805621.5081819748,2021-07-21T00:40:17.000Z,1027.0,Ethereum,ETH,ethereum,0xeaccb6E0f24d66cF4Aa6cBDa33971b9231d332a1
1323,1715,MobileGo,MGO,mobilego,2,2017-06-11T00:00:00.000Z,"['media', 'gaming', 'entertainment']",,99996877.0,99996877.0,,1324,2021-07-21T00:40:17.000Z,0.01796803765548,1024942.51401424,0.00454727,-2.86686197,-29.34286517,13.41592335,-43.93958115,-35.59445035,1796747.651366402,2021-07-21T00:40:17.000Z,1027.0,Ethereum,ETH,ethereum,0x40395044Ac3c0C57051906dA938B54BD6557F212
1324,2236,MyWish,WISH,mywish,2,2017-11-28T00:00:00.000Z,[],,9546650.62357825,9546650.62357825,,1325,2021-07-21T00:41:03.000Z,0.18754904969915,1107.57873936,-0.56571272,1.90409031,-11.714891,-29.85218462,-36.38123397,-66.95464398,1790465.2522618987,2021-07-21T00:41:03.000Z,1839.0,Binance Chain,BNB,binance-coin,WISH-2D5
1325,293,Bitcoin Plus,XBC,bitcoin-plus,13,2014-05-04T00:00:00.000Z,"['pos', 'medium-of-exchange', 'store-of-value', 'payments', 'scaling', 'staking']",1000000.0,163436.41659325,163436.41659325,,1326,2021-07-21T00:41:03.000Z,10.96389366659246,82444.20398468,-0.71582396,12.40363519,-8.74899177,-21.83162534,-27.94760719,-5.22766554,1791899.4927773005,2021-07-21T00:41:03.000Z,,,,,
1326,6789,Blockchain Cuties Universe Governance,BCUG,blockchain-cuties-universe,5,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'polkastarter']",10000000.0,1170856.93389452,1373938.25,,1327,2021-07-21T00:40:30.000Z,1.52021786959675,544972.34021279,-3.08995073,-12.1504591,184.55363464,92.5966212,-17.97117462,-67.98002515,1779957.6336477099,2021-07-21T00:40:30.000Z,1027.0,Ethereum,ETH,ethereum,0x14da7b27b2e0fedefe0a664118b0c9bc68e2e9af
1327,8643,Shadows,DOWS,shadows,9,2021-03-03T00:00:00.000Z,"['defi', 'derivatives', 'substrate', 'polkadot', 'polkadot-ecosystem', 'duckstarter']",,17925000.0,38050000.0,,1328,2021-07-21T00:41:04.000Z,0.09931539478315,401520.93423375,6.25684504,-7.43532119,-11.49723204,-71.88366094,-78.87971022,-91.14822056,1780228.4514879638,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0x661ab0ed68000491d98c796146bcf28c20d7c559
1328,1473,Pascal,PASC,pascal,8,2016-12-06T00:00:00.000Z,['mineable'],42000000.0,34840225.0,34840225.0,,1329,2021-07-21T00:41:04.000Z,0.05059451591588,28075.02254919,-0.88429873,-5.76561084,-16.52257751,-16.53333678,-29.20929051,-45.02099843,1762724.3182753404,2021-07-21T00:41:04.000Z,,,,,
1329,4242,PLANET,PLA,planet,8,2019-08-28T00:00:00.000Z,[],,225000000.0,5000000000.0,,1330,2021-07-21T00:41:03.000Z,0.00777981919625,65347.59510548,-12.24130792,-11.19091177,-1.92819802,-26.83088544,-41.76647258,-16.95368302,1750459.31915625,2021-07-21T00:41:03.000Z,1027.0,Ethereum,ETH,ethereum,0x307d45afbb7e84f82ef3d251a6bb0f00edf632e4
1330,8544,Fractal,FCL,fractal,4,2021-02-22T00:00:00.000Z,"['polkastarter', 'framework-ventures']",465000000.0,16595270.91428571,465000000.0,,1331,2021-07-21T00:41:04.000Z,0.1053948662173,70265.46095341,-0.21924153,-8.75593519,-24.35036932,-57.62054558,-75.42677141,-85.1923658,1749056.3578509924,2021-07-21T00:41:04.000Z,1027.0,Ethereum,ETH,ethereum,0xf4d861575ecc9493420a3f5a14f85b13f0b50eb3
1331,4694,GAPS,GAP,gaps,1,2019-09-23T00:00:00.000Z,"['services', 'prediction-markets']",,10000000.0,100000000.0,,1332,2021-07-21T00:40:29.000Z,0.174198288784,0.0,0.03345792,0.36763931,0.26376156,-1.20459876,-1.77045595,-87.60041461,1741982.8878400002,2021-07-21T00:40:29.000Z,1027.0,Ethereum,ETH,ethereum,0xcd8544defedec7c6b60b5a4232320365b1b21fcc
1332,2547,Experty,EXY,experty,2,2018-02-26T00:00:00.000Z,[],,27088352.099884,79404563.976511,,1333,2021-07-21T00:40:12.000Z,0.06418256442192,6244.71760866,-0.0617258,24.65358576,18.8664455,-12.12228722,-33.54858024,-55.72143694,1738599.9037344565,2021-07-21T00:40:12.000Z,1027.0,Ethereum,ETH,ethereum,0x5c743a35e903f6c584514ec617acee0611cf44f3
1333,6986,Squirrel Finance,NUTS,squirrel-finance,1,2020-09-10T00:00:00.000Z,"['insurance', 'binance-smart-chain']",,1224948.7401186,1225500.0,,1334,2021-07-21T00:41:07.000Z,1.41528464861671,2147.54806061,1.11572277,-4.59010062,-20.1917429,-35.65178646,-63.58906105,-90.86516234,1733651.1472322345,2021-07-21T00:41:07.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556
1334,5475,GHOSTPRISM,GHOST,ghostprism,5,2020-04-17T00:00:00.000Z,[],175000000.0,4662387.03688835,4662387.03688835,,1335,2021-07-21T00:41:04.000Z,0.37198721557722,18.7010274,-0.52801852,9.46606359,4.12374902,-4.36772379,4.5490864,-7.71097186,1734348.3717954224,2021-07-21T00:41:04.000Z,,,,,
1335,3066,BitCapitalVendor,BCV,bitcapitalvendor,4,2018-08-02T00:00:00.000Z,['asset-management'],,1021199994.51,1200000000.0,,1336,2021-07-21T00:40:25.000Z,0.00167937795682,91749.18404523,0.91935394,-1.40437988,-9.72808996,-4.26864525,-14.62698935,-59.23162608,1714980.7602847992,2021-07-21T00:40:25.000Z,1027.0,Ethereum,ETH,ethereum,0x1014613e2b3cbc4d575054d4982e580d9b99d7b1
1336,2036,PayPie,PPP,paypie,1,2017-10-10T00:00:00.000Z,"['marketplace', 'smart-contracts']",165000000.0,82500000.0,165000000.0,,1337,2021-07-21T00:40:09.000Z,0.02072526007421,0.0,-0.65857964,-4.2874023,-9.05377636,-26.89956602,-43.99013083,-47.24431019,1709833.956122325,2021-07-21T00:40:09.000Z,1027.0,Ethereum,ETH,ethereum,0xc42209aCcC14029c1012fB5680D95fBd6036E2a0
1337,5300,Inex Project,INEX,inex-project,2,2020-03-11T00:00:00.000Z,[],10890000000.0,10890000000.0,10890000000.0,,1338,2021-07-21T00:41:03.000Z,0.000157088162,0.0,-0.52387848,-4.15408593,-8.72790083,-16.56378716,-57.86060348,-70.92395075,1710690.08418,2021-07-21T00:41:03.000Z,1027.0,Ethereum,ETH,ethereum,0xa2d77f8353cb2afd709aba4a967257511ecff716
1338,10748,PolkaWar,PWAR,polkawar,1,2021-07-03T00:00:00.000Z,"['collectibles-nfts', 'gaming']",100000000.0,6500000.0,100000000.0,,1339,2021-07-21T00:40:23.000Z,0.26244747190882,1898876.52140777,-0.18163217,-22.01594869,293.69835773,0.0,0.0,0.0,1705908.56740733,2021-07-21T00:40:23.000Z,1839.0,Binance Smart Chain,BNB,binance-coin,0x16153214e683018d5aa318864c8e692b66e16778
